player,age,goat,similarity,distance,data_cutoff,model_version
Drew Eubanks,27,Magic Johnson,22.113672724173124,3.522089172943533,2023-24,V2
Drew Eubanks,27,LeBron James,21.636134053683126,3.6218977822878196,2023-24,V2
Dyson Daniels,21,Magic Johnson,25.876774162262027,2.864469325772346,2023-24,V2
Dyson Daniels,21,LeBron James,24.790210181109096,3.033850430046095,2023-24,V2
Eugene Omoruyi,27,Larry Bird,21.621510829524166,3.6250236992435343,2023-24,V2
Eugene Omoruyi,27,Kareem Abdul-Jabbar,19.883048100932335,4.029409952255303,2023-24,V2
Eugene Omoruyi,27,Magic Johnson,19.38845210501002,4.157709313687799,2023-24,V2
Eugene Omoruyi,27,Michael Jordan,19.365513751809413,4.163818594312094,2023-24,V2
Eugene Omoruyi,27,LeBron James,18.716693002187633,4.342824183113538,2023-24,V2
Evan Mobley,23,Kareem Abdul-Jabbar,55.07779127028844,0.8156138380578948,2023-24,V2
Evan Mobley,23,Larry Bird,53.95991961172643,0.8532273717151401,2023-24,V2
Evan Mobley,23,Magic Johnson,42.64096346558199,1.3451627700841198,2023-24,V2
Evan Mobley,23,LeBron James,33.203902819746034,2.0116941536321744,2023-24,V2
Franz Wagner,22,Michael Jordan,43.09026045935227,1.3207100382772483,2023-24,V2
Franz Wagner,22,LeBron James,40.16929390233419,1.48946372428491,2023-24,V2
Franz Wagner,22,Magic Johnson,37.78667417474005,1.6464356068375248,2023-24,V2
GG Jackson,19,LeBron James,42.34439286423798,1.3615877625312496,2023-24,V2
Garrison Mathews,27,Kareem Abdul-Jabbar,21.378742057475097,3.6775436894817166,2023-24,V2
Garrison Mathews,27,Michael Jordan,21.3169034487174,3.6911128645195803,2023-24,V2
Garrison Mathews,27,Magic Johnson,20.908718890450434,3.7826937902767757,2023-24,V2
Garrison Mathews,27,Larry Bird,20.808205511546404,3.8057964414331806,2023-24,V2
Garrison Mathews,27,LeBron James,20.558002150690392,3.864285900302901,2023-24,V2
Gary Trent Jr.,25,Larry Bird,26.699830515413183,2.74534212650797,2023-24,V2
Gary Trent Jr.,25,Magic Johnson,21.93353604264713,3.5592283800278257,2023-24,V2
Gary Trent Jr.,25,Michael Jordan,21.740944207572955,3.599616237696213,2023-24,V2
Gary Trent Jr.,25,LeBron James,20.32835398162,3.919237440002057,2023-24,V2
Gary Trent Jr.,25,Kareem Abdul-Jabbar,18.558998940971733,4.388221655599927,2023-24,V2
Goga Bitadze,24,Michael Jordan,30.314686735785592,2.2987311025699286,2023-24,V2
Goga Bitadze,24,Larry Bird,29.01388551492427,2.446625580312628,2023-24,V2
Goga Bitadze,24,Magic Johnson,26.0497156659837,2.838813493484009,2023-24,V2
Goga Bitadze,24,Kareem Abdul-Jabbar,23.24053369063085,3.302827178203477,2023-24,V2
Goga Bitadze,24,LeBron James,22.151795469210935,3.5143067585194743,2023-24,V2
Gradey Dick,20,Magic Johnson,26.768524499181133,2.7357307461253257,2023-24,V2
Gradey Dick,20,LeBron James,26.2441435506494,2.810373914736705,2023-24,V2
Grant Williams,25,Larry Bird,28.345924090366616,2.5278440625608347,2023-24,V2
Grant Williams,25,Magic Johnson,24.480752163345354,3.0848418109362026,2023-24,V2
Grant Williams,25,Michael Jordan,23.571667364346293,3.2423812645199903,2023-24,V2
Grant Williams,25,LeBron James,21.68386517039126,3.611723934556987,2023-24,V2
Grant Williams,25,Kareem Abdul-Jabbar,20.290184800516577,3.928491336237314,2023-24,V2
Haywood Highsmith,27,Larry Bird,22.846118878983297,3.3771110764897774,2023-24,V2
