future_goat_rank,player,age,team,production_z,ts_plus,production_score,efficiency_score,recognition_score,closest_goat,goat_similarity,adjusted_goat_similarity,future_goat_score,data_cutoff,model_version,trajectory_tier
46,Bam Adebayo,26,MIA,1.613128141702763,101.3471292558018,29.407353435274107,21.013101841353432,0.0,Larry Bird,28.615350686045286,4.809330031635865,16.267248667429676,2023-24,V2,Developing trajectory
47,De'Aaron Fox,26,SAC,1.5883785578622243,99.73557290311629,28.41737008165256,15.641247332401727,5.04,Larry Bird,29.093499498872855,4.761502003770462,15.830616662244397,2023-24,V2,Developing trajectory
48,Aaron Nesmith,24,IND,-0.002753631967546688,111.02887654679776,0.0,58.93229228132474,0.0,Michael Jordan,33.06381679156676,6.49508838365595,15.707336327879577,2023-24,V2,Developing trajectory
49,Franz Wagner,22,ORL,0.9753863580783155,101.16847906627142,13.732114501030415,37.971519410767954,0.0,Michael Jordan,43.09026045935227,7.426410173181301,15.413081454029829,2023-24,V2,Developing trajectory
50,Trendon Watford,23,BKN,-0.4426154631231983,107.51506798341974,0.0,57.50083137939328,0.0,Larry Bird,34.50993996667088,6.614500796455091,15.367382964316585,2023-24,V2,Developing trajectory
51,Goga Bitadze,24,ORL,-0.3605413878404071,110.70506363869363,0.0,57.85291592097763,0.0,Michael Jordan,30.314686735785592,5.845976742987266,15.340125491692497,2023-24,V2,Developing trajectory
52,Jamal Murray,27,DEN,1.3434277188998416,103.12357581584739,19.18570609353825,30.327123451399796,0.0,Larry Bird,28.033770784698095,4.62677104788207,14.990793652770646,2023-24,V2,Developing trajectory
53,Keon Ellis,24,SAC,-0.6075596134404349,110.2955745845359,0.0,56.487952407118534,0.0,Michael Jordan,28.645143634955115,5.393685034488064,14.931040856952842,2023-24,V2,Developing trajectory
54,Isaiah Joe,24,OKC,-0.46556657193693984,110.2280421639365,0.0,56.262844338453846,0.0,Michael Jordan,29.614602466890084,5.554005895799427,14.898811968983376,2023-24,V2,Developing trajectory
55,Desmond Bane,26,MEM,1.3709911768399827,103.63104648917776,19.7218748407629,28.626159285939963,0.0,Larry Bird,28.69396280280945,4.624322309401913,14.752844362162293,2023-24,V2,Developing trajectory
56,Jalen Suggs,23,ORL,0.11641084055150633,106.05856364784358,0.0,52.64581692747276,0.0,Larry Bird,41.41692466913111,7.268092779433356,14.251668148783192,2023-24,V2,Developing trajectory
57,Cason Wallace,20,OKC,-0.5160582253399467,107.75267135173144,0.0,52.734257648929336,0.0,Magic Johnson,32.63429156827406,5.736483799172155,14.044036982108157,2023-24,V2,Developing trajectory
58,Herbert Jones,25,NOP,0.07250936463382207,112.0501854102967,0.0,53.18786179690117,0.0,Larry Bird,27.993207881981675,4.9629962402625525,14.041414885264675,2023-24,V2,Developing trajectory
59,Paolo Banchero,21,ORL,1.6032713241080443,96.06612609440892,25.57408358422476,16.764525159244954,0.0,Magic Johnson,36.59617886694611,5.164770995178888,13.916776193566736,2023-24,V2,Developing trajectory
60,Isaiah Stewart,23,DET,0.28995513306233556,105.56881529345867,0.0,51.013322412856375,0.0,Larry Bird,44.111195928066245,7.500862199650403,13.878459933161654,2023-24,V2,Developing trajectory
61,Sam Hauser,26,BOS,-0.30223604687244965,110.65817654094681,0.0,52.04992612517013,0.0,Larry Bird,24.074047830066043,4.176841370295833,13.639007736836907,2023-24,V2,Developing trajectory
62,Rui Hachimura,26,LAL,0.09444193797220993,110.54372287758336,0.0,51.66841391395863,0.0,Larry Bird,25.405724756214934,4.375578341627397,13.573440229733768,2023-24,V2,Developing trajectory
63,Isaac Okoro,23,CLE,-0.20821048695774108,105.40991871289305,0.0,50.48366714430429,0.0,Larry Bird,37.383593731242335,6.290869675286461,13.564547237369043,2023-24,V2,Developing trajectory
64,Day'Ron Sharpe,22,BKN,-0.015399818928972936,104.93375419459443,0.0,50.52243650517799,0.0,Michael Jordan,36.24561451561561,6.1040558598544905,13.546217505272672,2023-24,V2,Developing trajectory
65,Vince Williams Jr.,23,MEM,0.3808916312803924,105.13520140438382,0.0,49.56794278260688,0.0,Larry Bird,45.68459516926054,7.548304664654884,13.524231395349952,2023-24,V2,Developing trajectory
66,Devin Vassell,23,SAS,0.8291377903015362,101.75667427816329,7.580249366842162,38.3061856952051,0.0,Larry Bird,53.73041802504208,8.21832445854249,13.462382370977407,2023-24,V2,Developing trajectory
67,Dejounte Murray,27,ATL,1.5624850395044731,97.76737434837489,27.947998917723517,12.473118559824787,0.0,Larry Bird,27.71821922852072,3.734671319014915,13.460279959011663,2023-24,V2,Developing trajectory
68,Andre Jackson Jr.,22,MIL,-0.9186437966600716,104.9491896723355,0.0,50.57388809764826,0.0,Michael Jordan,28.673343199498905,4.833741501189737,13.368533249590525,2023-24,V2,Developing trajectory
69,AJ Green,24,MIL,-0.9412089146999338,108.5427288080802,0.0,50.6451331522662,0.0,Michael Jordan,26.662836216337904,4.501142967978328,13.336454733263299,2023-24,V2,Developing trajectory
70,Nic Claxton,25,BKN,0.8344557435115909,110.77955502278556,0.0,48.95242717186401,0.0,Larry Bird,31.937162961665862,5.211338813189669,13.019807614944453,2023-24,V2,Developing trajectory
71,Trey Murphy III,24,NOP,0.392210093917669,107.81355875827445,0.0,48.214566319580385,0.0,Michael Jordan,37.06067497361564,5.956214571212681,12.947073765576999,2023-24,V2,Developing trajectory
72,Marvin Bagley III,25,TOT,0.2078646944836101,110.73148602415644,0.0,48.79219717643361,0.0,Larry Bird,28.867074698662076,4.694960002013192,12.90229329441038,2023-24,V2,Developing trajectory
73,Jaylen Brown,27,BOS,1.1695338597659481,102.10158848904163,12.229951728182513,26.92049902871394,5.0,Larry Bird,28.52479771024616,4.197942255522185,12.890299200370693,2023-24,V2,Developing trajectory
74,Jonathan Kuminga,21,GSW,0.45757900155701925,105.24910968842718,0.0,47.37447047263918,0.0,Magic Johnson,36.59453961797923,5.778823121972605,12.710441086455686,2023-24,V2,Developing trajectory
75,John Collins,26,UTA,0.6936900678506422,109.25743889262114,0.0,47.38080063075121,0.0,Larry Bird,27.3773001881711,4.323861340079874,12.493779358699785,2023-24,V2,Developing trajectory
76,Terance Mann,27,LAC,-0.2442910247249821,108.30053049772562,0.0,47.58363905766056,0.0,Larry Bird,23.560967330758416,3.737055217720469,12.45646804707321,2023-24,V2,Developing trajectory
77,MarJon Beauchamp,23,MIL,-0.8148484076451019,104.15460801019537,0.0,46.29929813531206,0.0,Larry Bird,31.45260171670317,4.854111280042893,12.302941225834449,2023-24,V2,Developing trajectory
78,Brandon Ingram,26,NOP,1.3115897922912398,101.76950834157263,17.345819458813185,22.421032127256193,0.0,Larry Bird,28.221527901383233,3.7409377052880766,12.237435498191875,2023-24,V2,Developing trajectory
79,Miles McBride,23,NYK,-0.5005938316210499,103.92629666267533,0.0,45.538260310245235,0.0,Larry Bird,34.313426263822876,5.208579124461239,12.165851946230495,2023-24,V2,Developing trajectory
80,Wendell Carter Jr.,25,ORL,0.35074223843608415,109.67406308429351,0.0,45.26745404355717,0.0,Larry Bird,29.731045916594958,4.4861625156545015,11.989787888237469,2023-24,V2,Developing trajectory
81,Josh Green,23,DAL,-0.18820364082773203,103.44487237087601,0.0,43.93351267091418,0.0,Larry Bird,37.686332333704755,5.518976530343669,11.811224647280095,2023-24,V2,Developing trajectory
82,Chimezie Metu,27,TOT,-0.4319795757134843,107.37665640864846,0.0,44.50405876073669,0.0,Larry Bird,23.03274753609949,3.4168358325592827,11.638540065068065,2023-24,V2,Developing trajectory
83,Austin Reaves,26,LAL,0.894185507440296,107.98531601103691,0.6496480647754321,43.14039102547047,0.0,Larry Bird,27.960331275099193,4.081279998376063,11.624666578795429,2023-24,V2,Developing trajectory
84,Ayo Dosunmu,24,CHI,0.1356707736523636,106.29016930275831,0.0,43.13660146785992,0.0,Michael Jordan,34.50966715028131,4.962099195500606,11.52846524629007,2023-24,V2,Developing trajectory
85,Corey Kispert,25,WAS,0.011423271990492055,109.12614504717976,0.0,43.441060586511355,0.0,Larry Bird,28.091378614692978,4.06773093453169,11.470424786807593,2023-24,V2,Developing trajectory
86,RJ Barrett,24,TOT,0.9549397616390727,102.16548123439352,7.9280408577356996,29.387641239977285,0.0,Larry Bird,41.692794186824855,5.185983512136441,10.899622137022282,2023-24,V2,Developing trajectory
87,Coby White,24,CHI,1.0592428975551686,100.36775230635459,12.100166294379537,23.3952114798475,0.0,Larry Bird,42.47050745322745,5.025022354384777,10.83761442615243,2023-24,V2,Developing trajectory
88,Jonathan Isaac,26,ORL,-0.3910866092951563,107.40509455495103,0.0,41.206319505184204,0.0,Larry Bird,23.794500081668744,3.268279242771246,10.791821762711738,2023-24,V2,Developing trajectory
89,Amir Coffey,27,LAC,-0.6091220556370331,106.34234881431297,0.0,41.0563667796184,0.0,Larry Bird,22.525733326706398,3.0827492314704386,10.726504079625165,2023-24,V2,Developing trajectory
90,Bruno Fernando,25,ATL,-0.36674628046999314,108.28163317954417,0.0,40.62602102772606,0.0,Larry Bird,26.33162099227394,3.5658299604207806,10.691379750994633,2023-24,V2,Developing trajectory
91,Moses Moody,22,GSW,-0.4503137958315854,101.7882727261477,0.0,40.03749827702222,0.0,Michael Jordan,30.978493621649406,4.134337950005107,10.629525261756323,2023-24,V2,Developing trajectory
92,Malik Beasley,27,MIL,-0.0967320345368926,106.11938309981193,0.0,40.31314773128159,0.0,Larry Bird,24.114754814647256,3.2404722444883625,10.564357769493652,2023-24,V2,Developing trajectory
93,Deandre Ayton,25,POR,1.196119746605647,103.32390733518262,11.154043334645856,24.10026821318757,0.0,Larry Bird,33.94784146504224,3.9893592646168563,10.52738611011547,2023-24,V2,Developing trajectory
94,Jared Butler,23,WAS,-0.3908864904059153,101.8897300998768,0.0,38.749705100916806,0.0,Larry Bird,35.28201639714392,4.557225769183461,10.371010140606721,2023-24,V2,Developing trajectory
95,Tyler Herro,24,MIA,1.154567656030085,98.25999096337719,15.913156633376193,16.36934033658951,0.0,Larry Bird,42.5165335316566,4.5751328830304985,10.34820983828362,2023-24,V2,Developing trajectory
96,Nikola Jović,21,MIA,-0.15400041374034246,102.70515279573517,0.0,38.894614163665814,0.0,Magic Johnson,30.154739915409937,3.9095232473852075,10.310082028024235,2023-24,V2,Developing trajectory
97,Naz Reid,24,MIN,0.21857833816632108,104.7297875328118,0.0,37.93532890137153,0.0,Michael Jordan,35.041876498637365,4.4310837009901665,10.148494780491406,2023-24,V2,Developing trajectory
98,Caleb Houstan,21,ORL,-0.9253471519499188,102.41820752198885,0.0,37.938129917844726,0.0,Magic Johnson,25.369731789148986,3.208267268658698,9.965772569759986,2023-24,V2,Developing trajectory
99,Jaime Jaquez Jr.,23,MIA,0.14686914642424123,101.10133475168128,0.0,36.12172060693173,0.0,Larry Bird,41.582710123665315,5.006796790553567,9.781449670315968,2023-24,V2,Developing trajectory
100,Dean Wade,27,CLE,-0.48524535560396476,105.21971922993978,0.0,37.31426816504111,0.0,Larry Bird,22.924052404553315,2.8513141295098596,9.756264160686758,2023-24,V2,Developing trajectory
101,Donte DiVincenzo,27,NYK,0.35794079387532096,105.12724568541243,0.0,37.00602301661661,0.0,Larry Bird,25.533410498158563,3.14963325529192,9.72395074244794,2023-24,V2,Developing trajectory
102,Tre Jones,24,SAS,0.5945391349949294,104.10130221973178,0.0,35.84037785777146,0.0,Michael Jordan,38.55979837907409,4.606659146751663,9.651093336455613,2023-24,V2,Developing trajectory
103,Collin Sexton,25,UTA,0.7627134119241358,106.87667488321839,0.0,35.942826706640105,0.0,Larry Bird,32.084755958996965,3.8440560778635544,9.56231508833956,2023-24,V2,Developing trajectory
104,Michael Porter Jr.,26,DEN,0.662719080633132,105.87117863655007,0.0,36.093266443847654,0.0,Larry Bird,27.17235299194345,3.2691299214816527,9.513686099184161,2023-24,V2,Developing trajectory
105,Jalen Green,22,HOU,0.9235011899885095,95.3116625570253,11.656707777438173,18.448797713280907,0.0,LeBron James,36.24117980525798,3.6368634587244384,9.237576669232253,2023-24,V2,Developing trajectory
106,Jaden McDaniels,23,MIN,-0.20494088853385217,100.53925879959533,0.0,34.24813409997858,0.0,Larry Bird,37.01156048144776,4.2252562887269685,9.19582196830369,2023-24,V2,Developing trajectory
107,Amen Thompson,21,HOU,0.3663649301996231,101.3411255198228,0.0,34.347856577291225,0.0,Magic Johnson,33.43828050997698,3.828444210493072,9.161230775896767,2023-24,V2,Developing trajectory
108,Keegan Murray,23,SAC,0.4087693559552939,100.20099622386458,0.0,33.120592180876066,0.0,Larry Bird,45.01700116984232,4.969965789841227,9.0256429136952,2023-24,V2,Developing trajectory
109,Derrick Jones Jr.,27,DAL,-0.3574901999560798,104.23022984251615,0.0,34.01597020696234,0.0,Larry Bird,23.320293801962983,2.6442080639506047,8.900623761333177,2023-24,V2,Developing trajectory
110,Julian Champagnie,23,SAS,-0.4658796185910708,100.2612188538206,0.0,33.32133428072945,0.0,Larry Bird,34.22764846988287,3.8017030543608836,8.900589028336496,2023-24,V2,Developing trajectory
111,Payton Pritchard,26,BOS,0.07147089160264267,105.01802300175736,0.0,33.24941432787194,0.0,Larry Bird,25.214251292621878,2.7945302939848844,8.731533126065717,2023-24,V2,Developing trajectory
112,Cam Thomas,22,BKN,0.7497133272045295,97.57215086798122,4.705193266078975,25.983758749800646,0.0,Michael Jordan,36.74570123827282,3.7589568736373433,8.706600861623404,2023-24,V2,Developing trajectory
113,Taylor Hendricks,20,UTA,-0.29831951476194984,101.6882079193643,0.0,32.519379541038894,0.0,Magic Johnson,30.93971981610531,3.3538016386444354,8.63291513105639,2023-24,V2,Developing trajectory
114,OG Anunoby,26,TOT,0.2857408725330382,104.71443705747248,0.0,32.237461180255686,0.0,Larry Bird,25.887349552267114,2.781808087503068,8.476636508189381,2023-24,V2,Developing trajectory
115,De'Andre Hunter,26,ATL,0.21412602288711097,104.67737849891259,0.0,32.11393265172271,0.0,Larry Bird,25.652100582379095,2.7459661015924643,8.440378078169548,2023-24,V2,Developing trajectory
116,Jabari Smith Jr.,21,HOU,0.6408357485898658,100.49868293297071,0.0,31.539714621117604,0.0,Magic Johnson,35.07008406440561,3.687001477099857,8.43797887684438,2023-24,V2,Developing trajectory
117,Bennedict Mathurin,22,IND,0.23332630689809836,98.93859264385726,0.0,30.538564669387448,0.0,Michael Jordan,34.41233240683242,3.503010795435031,8.160092786662117,2023-24,V2,Developing trajectory
118,Haywood Highsmith,27,MIA,-0.5072983099013371,103.37927347930172,0.0,31.179448996247555,0.0,Larry Bird,22.846118878983297,2.3744313278315605,8.151026948236623,2023-24,V2,Developing trajectory
119,Darius Garland,24,CLE,0.9832721047195475,98.57040078879815,9.061334580954696,17.40403975465938,0.0,Larry Bird,41.17882498082894,3.6327100593945802,8.067383550908175,2023-24,V2,Developing trajectory
120,Jaylin Williams,22,OKC,-0.5237841243303003,98.74143913146978,0.0,29.881386294762486,0.0,Michael Jordan,29.131596899375655,2.9016416677784966,7.905592823857396,2023-24,V2,Developing trajectory
121,Miles Bridges,26,CHA,1.2436308450547067,97.89790330394432,14.627461569351857,9.51568200182848,0.0,Larry Bird,27.097432040200022,2.1807239738561712,7.825640645808695,2023-24,V2,Developing trajectory
122,Anfernee Simons,25,POR,1.2165269757493173,99.91683864888617,11.970332500392669,12.743372592199384,0.0,Larry Bird,33.16766182078333,2.732319376165546,7.785307429612112,2023-24,V2,Developing trajectory
123,KJ Martin,23,TOT,-0.8069259598066073,99.06123642023613,0.0,29.321392835447902,0.0,Larry Bird,30.982195290830184,3.0281370634233196,7.784568768375474,2023-24,V2,Developing trajectory
124,Bryce McGowens,21,CHA,-0.7800659853105539,99.41264501614936,0.0,27.91958823171309,0.0,Magic Johnson,25.360520110148208,2.3601842627247236,7.333924697336981,2023-24,V2,Developing trajectory
125,Luguentz Dort,25,OKC,-0.11802851218971111,104.38467533274111,0.0,27.63616153838252,0.0,Larry Bird,27.54118493777147,2.5371087863290662,7.28960670254499,2023-24,V2,Developing trajectory
